,start,end,text,url,name
188,846.48,847.48, Busco el cotizador hub.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
189,848.48,849.48, Aquí está todo el plugin.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
190,849.48,856.48," Y recordemos que aquí, en este sistema de plugins, esta información en este momento está en la carpeta Public.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
191,857.48,858.48, Temporal CSV.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
192,859.48,860.48, Aquí están los dos archivos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
193,860.48,862.48, Yo lo que hago es los elimino.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
194,862.48,863.48, Quito uno.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
195,864.48,865.48, Y quito el otro.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
196,866.48,867.48, Voy acá y lo subo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
197,868.48,869.48, Lo que yo necesito.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
198,871.48,872.48, Y en teoría ya lo subí.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
199,873.48,874.48, A veces no carga.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
200,875.48,876.48, Y eso es porque...,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
201,878.48,881.48, Usualmente el caché de la página...,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
202,887.48,893.48, Tiene guardada una versión anterior de los archivos para hacer más rápido el cargue de estas dependencias.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
203,893.48,897.48, Entonces lo que uno hace es que para probar que sí funcionó...,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
204,899.48,903.48," Es meterse como administrador, como usuario.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
205,904.48,907.48, Y hacer el... Vaciar la... Vaciar todo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
206,908.48,909.48," Vaciar la caché, por así decirlo.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
207,909.48,914.48," También es importante que antes de hacer estas modificaciones, confirmemos que las versiones estables están guardadas.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
208,915.48,916.48, Como backup.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
209,916.48,919.48, En este archivo no tocar.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
210,920.48,923.48," Por si pasa algo, simplemente metemos el archivo que es.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
211,923.48,925.48, Vamos a comprobar si nos salió bien.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
212,926.48,928.48, Por ejemplo acá hay un error todavía.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
213,930.48,931.48, Ya lo guardamos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
214,933.48,936.48, Pero por ejemplo acá pueden ver que hay alcohol.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
215,938.48,939.48, De 500.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
216,942.48,943.48, Y ahí ya salió.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
217,946.48,947.48, Pero a veces puede pasar esto.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
218,947.48,949.48, Esto qué quiere decir? Que hay un error.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
219,950.48,952.48, En nuestro archivo CSV que estamos subiendo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
220,953.48,954.48, Podemos mirarlo acá.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
221,954.48,955.48, De pronto que error sea.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
222,957.48,958.48, Y aquí adivinen cuál es el error.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
223,958.48,959.48, Aquí no guardamos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
224,961.48,962.48," Que sea en punto y coma, entonces está como coma.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
225,963.48,964.48, No como punto y coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
226,964.48,966.48, Creo que aquí también se puede hacer esto...,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
227,968.48,970.48," Pues querer reemplazar, entonces vamos a ponerle punto y coma.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
228,971.48,972.48, Y coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
229,972.48,973.48, Y que me reemplace todo.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
230,975.48,976.48, Y vamos a darle guardar.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
231,978.48,980.48, Esto es muy importante porque a veces pasa.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
232,983.48,984.48, Que sucede esto.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
233,985.48,986.48, Y es por ese tema del punto y coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
234,987.48,989.48," Pero pueden ver, ya nosotros hicimos el cambio y no ha cargado.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
235,989.48,991.48, ¿Por qué? Porque aquí mejor hay que pulgar.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
236,991.48,993.48, Para que él vuelva a pedir esos archivos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
237,995.48,996.48, Que ya sabemos que ya están con coma.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
238,999.48,1000.48, Entonces vamos acá.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
239,1001.48,1002.48, Y vean que aquí ya salió.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
240,1002.48,1004.48, ¿Cuál fue lo que agregamos? Agregamos marquillas de acero.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
241,1005.48,1006.48, Y vean que aquí está.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
242,1007.48,1009.48, Entonces así ya tenemos una guía.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
243,1010.48,1011.48, De cómo hacer las modificaciones.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
244,1012.48,1013.48, Y que primeras reglas tenemos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
245,1015.48,1018.48, Para hacer estas modificaciones.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
246,1020.48,1022.48, En la carpeta donde está guardado este video.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
247,1022.48,1023.48, Que es la carpeta de documentación.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
248,1024.48,1025.48, Para uso interno de Hub Avisos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
249,1026.48,1029.48, Hay un archivo que resume también este tipo de información.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
250,1030.48,1032.48, Y donde habrá un apartado para agregarle otras reglas.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
251,1034.48,1035.48, Y consideraciones que tener en cuenta.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
252,1035.48,1038.48, En el futuro para disminuir los riesgos de errores.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
253,1039.48,1042.48, Y pues que la subida y modificación de los archivos.,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
254,1043.48,1045.48," De los productos, perdón, al cotizador sea más efectivo.",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Crear-modificar-Productos.mp4,Guia-Crear-modificar-Productos
0,0.0,7.0," Muy buenos días, tardes, noches o si cambian el futuro, esa nomenclatura, lo que sea",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
1,7.0,18.0, Bienvenidos a este pequeño tutorial para conocer como se debe hacer una modificación en la estética de Hub Avisos,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
2,18.0,32.0," principalmente hacer algún cambio en el HTML o CSS menor, sea cambiar algún tipo de texto, algo de la ortografía",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
3,32.0,41.0," o cambiar algunos colores, para este ejemplo en especifico lo que haremos es que vamos a cambiar unos colores",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
4,42.0,50.0, que es principalmente el color relacionado a este símbolo y a este símbolo que sale acá,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
5,53.0,63.0," de cerrado, que son red rojo y los queremos naranja de acuerdo a esta nomenclatura, a los colores oficiales de Hub Avisos",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
6,63.0,69.0, además de eso revisaremos como uno puede cambiar algunos textos y como están configuradas algunas cosas para cambiarlos,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
7,71.0,76.0," Entonces comencemos, lo primero es que hay que recordar que esto esta subido como un plugin",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
8,76.0,82.0," entonces en el sistema de HostGinter que es el actual donde esta la página, vamos al administrador de archivos",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
9,82.0,91.0, y aquí hacemos public wp-content plugin y pues aquí esta el plugin con textura,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
10,91.0,96.0," siempre recomendarle descargarlo, tenerlo como un backup por si cualquier cosa",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
11,96.0,101.0," sobre todo cuando hace modificaciones, pues va a tener un backup de los archivos que uno va a modificar",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
12,101.0,109.0," mientras eso es viable, yo ya hice esto, ya que esta en mi computadora, aquí esta",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
13,109.0,116.0, y lo que vamos a abrir es con un editor y vamos a ver como se modifica,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
14,117.0,122.0," acá hay varias carpetas, admin y public, public es la que vamos a modificar",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
15,122.0,133.0," y en estas tenemos el shortcut, donde esta el enlace, temporal cs donde están los archivos de los precios y los productos",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
16,133.0,136.0, y aquí en assets es donde ocurre la magia,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
17,136.0,143.0," primero le damos a este cotizador html, si yo quisiera le pudiera modificar alguno",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
18,144.0,155.0," por ejemplo vamos a modificar algo, acá en este mensajito, que pasa cuando se cotiza mal, cuando hay un error",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
19,155.0,162.0," entonces detalles del error, tipo del error, h888, aquí vamos a ver el error que ocurrió, fue el siguiente",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
20,162.0,167.0," xd, vamos a ponerle otro xd, xd y lo vamos a guardar",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
21,168.0,178.0," así podemos modificar otra parte de la estructura, si se va a modificar estructura como tal, secciones, divs, botones",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
22,178.0,186.0," ya ahí si toca hacerlo con una planeación, con un desarrollo",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
23,186.0,194.0," si hacen cosas estéticas como estos detalles ortográficos, que me faltó una tilde, que no quiero que diga especificaciones",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
24,194.0,201.0," sino detalles, etc, se puede hacer más frecuentemente como le estamos sugeriendo acá",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
25,201.0,205.0, vamos a ir haciendo una modificación y voy a hacerla del CSS,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
26,205.0,214.0," cuando nosotros no conocemos cual es el tema, entonces por ejemplo yo aquí voy a ir a inspeccionar",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
27,215.0,228.0," así que sea pequeñito, y le pido que me inspeccione este elemento que es el que yo quiero, que en este caso son unos spans",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
28,228.0,237.0," y que me muestre acá, pues a que, como buscarlo, yo aquí sé que se llama button-tablet y que es rojo",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
29,237.0,245.0," bueno y el otro, también es el mismo, vamos a averiguarlo, abrimos el inspector, lo hacemos más pequeñito",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
30,245.0,255.0," y lo buscamos, y resulta que no es diferente, y se llama clientes, sección, material, icons, cotizar, bueno no sé que, y también es rojo",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
31,255.0,260.0," estas son las dos referencias que vamos a buscar dentro, para esta modificación",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
32,260.0,272.0," usualmente, en el sistema que tenemos, la mayoría de las reglas están en el mobile, colores, tamaños, y después estos se modifican con ciertas cositas para hacerles en el resto",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
33,272.0,282.0," entonces probablemente aquí estén el tema de los colores, el color que vamos a agregar es este, el orange, el color orange que ya está dentro de una variable, entonces es más fácil",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
34,282.0,293.0," entonces vamos a buscar esto, pues por acá por ejemplo, yo aquí puedo ver un rojo, aquí dice button-table, bueno acá está, vamos a modificarlo, vamos a ponerle variable",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
35,293.0,305.0," que es como se mete en CSS, y le vamos a meter el color orange, y lo mismo vamos a ver el siguiente, acá está, como ven, clientes, sección, materiales, icons, mismo var",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
36,306.0,318.0," y le ponemos el color, así podemos modificar tamaños, algunas cosas, que ocurre, para colores y texto, usualmente se modifica acá y algunas otras cosas",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
37,318.0,331.0," y después en dado caso, dependiendo si no se comporta bien en table o en desktop, pues se modifican ahí, hay que recordar que el diseño de este plugin se hizo mobile primero, mobile first",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
38,331.0,340.0," entonces primero hay que ver que todos los cambios se ajusten en el tema de mobile, si no después se ajustan en el tema de tablet y después en el tema de computador o desktop",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
39,340.0,348.0, así se conserva el diagrama de como se diseño esto y se construyo esto y se quitan inconvenientes,/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
40,348.0,358.0," supongo que ya termine esa modificación, voy a darle guardar, son modificaciones menores, y yo como la subo, bueno yo voy al archivo donde estoy acá public",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
41,358.0,374.0," y yo se que aquí están estos dos, html y css, entonces yo se que tuve el html, voy acá donde les dije, voy a donde esta el archivo acá, por ejemplo acá esta el shortcut, assets, html y el archivo",/content/drive/MyDrive/Projects/29.buscadorWhisper/Cotizador/Fase 1.5/Documentacion/Componentes modificables/Guia-Modificacion-Estetica.mp4,Guia-Modificacion-Estetica
